Time sec,Volt CH 1,Volt,Volt CH 2,Current,Power,RF,RR,LF,LR,CPM,MPH
0.57,5.12E+00,25.07,2.44E-04,0.33,8.16,8.00E+01,8.18E+01,7.99E+01,8.05E+01,0.00E+00,0.00
0.6,5.12E+00,25.08,1.83E-04,0.24,6.12,8.00E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
0.63,5.12E+00,25.07,3.05E-04,0.41,10.20,8.00E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
0.66,5.12E+00,25.08,3.36E-04,0.45,11.23,8.00E+01,8.17E+01,7.99E+01,8.06E+01,0.00E+00,0.00
0.69,5.12E+00,25.09,1.22E-04,0.16,4.08,8.02E+01,8.16E+01,7.99E+01,8.04E+01,0.00E+00,0.00
0.72,5.12E+00,25.08,1.22E-04,0.16,4.08,8.01E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
0.75,5.12E+00,25.08,9.16E-05,0.12,3.06,8.00E+01,8.16E+01,7.98E+01,8.06E+01,0.00E+00,0.00
0.78,5.12E+00,25.08,1.83E-04,0.24,6.12,8.00E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
0.81,5.12E+00,25.08,3.05E-05,0.04,1.02,8.00E+01,8.15E+01,8.00E+01,8.04E+01,0.00E+00,0.00
0.84,5.12E+00,25.08,3.05E-05,0.04,1.02,7.99E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
0.87,5.12E+00,25.08,0.00E+00,0.00,0.00,8.00E+01,8.16E+01,7.99E+01,8.07E+01,0.00E+00,0.00
0.9,5.12E+00,25.08,4.27E-04,0.57,14.29,8.02E+01,8.17E+01,8.01E+01,8.06E+01,0.00E+00,0.00
0.93,5.11E+00,25.06,3.05E-05,0.04,1.02,8.02E+01,8.17E+01,8.02E+01,8.08E+01,0.00E+00,0.00
0.96,5.12E+00,25.07,-9.16E-05,-0.12,-3.06,8.02E+01,8.18E+01,8.01E+01,8.06E+01,0.00E+00,0.00
0.99,5.12E+00,25.08,0.00E+00,0.00,0.00,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.02,5.11E+00,25.06,2.75E-04,0.37,9.18,8.03E+01,8.18E+01,8.02E+01,8.07E+01,0.00E+00,0.00
1.05,5.11E+00,25.06,2.75E-04,0.37,9.18,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.08,5.12E+00,25.08,2.14E-04,0.28,7.14,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.11,5.12E+00,25.08,2.75E-04,0.37,9.18,8.02E+01,8.18E+01,8.00E+01,8.07E+01,0.00E+00,0.00
1.14,5.12E+00,25.08,3.05E-04,0.41,10.20,8.02E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
1.17,5.11E+00,25.06,0.00E+00,0.00,0.00,8.02E+01,8.18E+01,8.00E+01,8.09E+01,0.00E+00,0.00
1.2,5.12E+00,25.08,0.00E+00,0.00,0.00,8.02E+01,8.18E+01,8.01E+01,8.08E+01,0.00E+00,0.00
1.23,5.12E+00,25.08,3.66E-04,0.49,12.24,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.26,5.12E+00,25.08,5.49E-04,0.73,18.37,8.01E+01,8.18E+01,8.02E+01,8.07E+01,0.00E+00,0.00
1.29,5.12E+00,25.09,2.44E-04,0.33,8.17,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.32,5.12E+00,25.08,9.16E-05,0.12,3.06,8.01E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.35,5.12E+00,25.08,-9.16E-05,-0.12,-3.06,8.01E+01,8.19E+01,8.01E+01,8.08E+01,0.00E+00,0.00
1.38,5.12E+00,25.08,2.75E-04,0.37,9.19,8.00E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
1.41,5.12E+00,25.08,9.16E-05,0.12,3.06,8.02E+01,8.17E+01,8.02E+01,8.07E+01,0.00E+00,0.00
1.44,5.12E+00,25.08,1.83E-04,0.24,6.12,8.02E+01,8.18E+01,8.00E+01,8.08E+01,0.00E+00,0.00
1.47,5.12E+00,25.08,6.10E-05,0.08,2.04,8.03E+01,8.18E+01,8.01E+01,8.06E+01,0.00E+00,0.00
1.5,5.12E+00,25.08,2.44E-04,0.33,8.16,8.01E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
1.53,5.12E+00,25.08,0.00E+00,0.00,0.00,8.02E+01,8.16E+01,8.00E+01,8.07E+01,0.00E+00,0.00
1.56,5.11E+00,25.06,3.36E-04,0.45,11.22,8.00E+01,8.16E+01,8.00E+01,8.05E+01,0.00E+00,0.00
1.59,5.12E+00,25.10,6.10E-05,0.08,2.04,8.02E+01,8.18E+01,8.00E+01,8.06E+01,0.00E+00,0.00
1.62,5.12E+00,25.10,1.83E-04,0.24,6.13,8.02E+01,8.18E+01,8.00E+01,8.06E+01,0.00E+00,0.00
1.65,5.12E+00,25.08,6.10E-05,0.08,2.04,8.02E+01,8.16E+01,8.01E+01,8.06E+01,0.00E+00,0.00
1.68,5.12E+00,25.09,6.10E-05,0.08,2.04,8.01E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
1.71,5.12E+00,25.08,3.66E-04,0.49,12.25,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.74,5.12E+00,25.08,2.14E-04,0.28,7.14,8.02E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
1.77,5.12E+00,25.08,2.75E-04,0.37,9.18,8.04E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
1.8,5.12E+00,25.09,2.75E-04,0.37,9.19,8.02E+01,8.17E+01,8.02E+01,8.07E+01,0.00E+00,0.00
1.83,5.12E+00,25.08,2.44E-04,0.33,8.17,8.02E+01,8.17E+01,8.02E+01,8.07E+01,0.00E+00,0.00
1.86,5.12E+00,25.09,1.83E-04,0.24,6.13,8.03E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
1.89,5.12E+00,25.08,2.44E-04,0.33,8.16,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
1.92,5.12E+00,25.09,-6.10E-05,-0.08,-2.04,8.02E+01,8.17E+01,8.01E+01,8.08E+01,0.00E+00,0.00
1.95,5.12E+00,25.08,2.75E-04,0.37,9.18,8.02E+01,8.18E+01,8.01E+01,8.08E+01,0.00E+00,0.00
1.98,4.95E+00,24.27,3.66E-04,0.49,11.85,8.02E+01,8.20E+01,8.01E+01,8.07E+01,0.00E+00,0.00
2.01,4.92E+00,24.11,9.16E-05,0.12,2.94,8.02E+01,8.18E+01,8.01E+01,8.06E+01,0.00E+00,0.00
2.04,4.91E+00,24.08,4.58E-04,0.61,14.69,8.01E+01,8.19E+01,8.01E+01,8.06E+01,0.00E+00,0.00
2.07,4.87E+00,23.87,7.63E-04,1.02,24.28,8.02E+01,8.17E+01,8.02E+01,8.08E+01,0.00E+00,0.00
2.1,4.71E+00,23.07,1.22E-03,1.63,37.54,8.00E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
2.13,4.85E+00,23.78,1.43E-03,1.91,45.48,8.00E+01,8.16E+01,7.99E+01,8.05E+01,0.00E+00,0.00
2.16,4.82E+00,23.61,1.16E-03,1.55,36.51,8.01E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
2.19,4.80E+00,23.50,1.92E-03,2.56,60.24,8.00E+01,8.16E+01,7.99E+01,8.06E+01,0.00E+00,0.00
2.22,4.77E+00,23.39,2.17E-03,2.89,67.59,8.00E+01,8.15E+01,8.00E+01,8.04E+01,0.00E+00,0.00
2.25,4.76E+00,23.31,2.59E-03,3.46,80.60,8.00E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
2.28,4.73E+00,23.19,4.09E-03,5.45,126.46,8.01E+01,8.16E+01,8.00E+01,8.05E+01,0.00E+00,0.00
2.31,4.81E+00,23.59,5.71E-03,7.61,179.49,8.01E+01,8.16E+01,8.02E+01,8.04E+01,0.00E+00,0.00
2.34,4.71E+00,23.07,4.97E-03,6.63,153.03,8.02E+01,8.18E+01,8.01E+01,8.06E+01,0.00E+00,0.00
2.37,4.82E+00,23.61,6.23E-03,8.30,196.00,8.04E+01,8.17E+01,8.00E+01,8.04E+01,0.00E+00,0.00
2.4,4.82E+00,23.61,7.39E-03,9.85,232.51,8.01E+01,8.17E+01,8.00E+01,8.05E+01,0.00E+00,0.00
2.43,4.80E+00,23.52,8.42E-03,11.23,264.16,8.02E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
2.46,4.79E+00,23.49,9.98E-03,13.31,312.58,8.01E+01,8.18E+01,8.00E+01,8.05E+01,0.00E+00,0.00
2.49,4.81E+00,23.56,9.46E-03,12.61,297.18,8.03E+01,8.16E+01,8.01E+01,8.07E+01,0.00E+00,0.00
2.52,4.83E+00,23.65,8.85E-03,11.80,279.06,8.01E+01,8.18E+01,8.02E+01,8.07E+01,0.00E+00,0.00
2.55,4.82E+00,23.63,8.24E-03,10.99,259.57,8.02E+01,8.19E+01,8.02E+01,8.07E+01,0.00E+00,0.00
2.58,4.83E+00,23.66,7.14E-03,9.52,225.32,8.02E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
2.61,4.85E+00,23.78,7.02E-03,9.36,222.51,8.03E+01,8.18E+01,8.01E+01,8.07E+01,0.00E+00,0.00
2.64,4.87E+00,23.87,5.40E-03,7.20,171.89,8.01E+01,8.17E+01,8.02E+01,8.07E+01,0.00E+00,0.00
2.67,4.87E+00,23.86,6.26E-03,8.34,199.01,8.02E+01,8.20E+01,8.02E+01,8.05E+01,0.00E+00,0.00
2.7,4.84E+00,23.73,6.56E-03,8.75,207.61,8.02E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
2.73,4.84E+00,23.73,7.93E-03,10.58,251.06,8.03E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
2.76,4.83E+00,23.67,8.36E-03,11.15,263.92,8.03E+01,8.17E+01,8.02E+01,8.08E+01,0.00E+00,0.00
2.79,4.83E+00,23.65,1.00E-02,13.39,316.59,8.03E+01,8.19E+01,8.03E+01,8.06E+01,0.00E+00,0.00
2.82,4.79E+00,23.48,1.13E-02,15.06,353.46,8.02E+01,8.18E+01,8.01E+01,8.07E+01,0.00E+00,0.00
2.85,4.80E+00,23.50,1.32E-02,17.54,412.12,8.04E+01,8.18E+01,8.03E+01,8.07E+01,0.00E+00,0.00
2.88,4.78E+00,23.40,1.57E-02,20.87,488.50,8.02E+01,8.18E+01,8.01E+01,8.06E+01,0.00E+00,0.00
2.91,4.74E+00,23.23,1.78E-02,23.68,550.13,8.04E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
2.94,4.74E+00,23.22,1.84E-02,24.54,569.80,8.03E+01,8.18E+01,8.02E+01,8.07E+01,0.00E+00,0.00
2.97,4.71E+00,23.08,2.15E-02,28.73,663.05,8.04E+01,8.18E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3,4.67E+00,22.89,2.57E-02,34.30,785.30,8.03E+01,8.17E+01,8.02E+01,8.06E+01,0.00E+00,0.00
3.03,4.64E+00,22.71,2.92E-02,38.94,884.51,8.02E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
3.06,4.64E+00,22.74,3.36E-02,44.76,1017.69,8.03E+01,8.17E+01,8.02E+01,8.09E+01,0.00E+00,0.00
3.09,4.61E+00,22.57,3.39E-02,45.17,1019.51,8.02E+01,8.18E+01,8.02E+01,8.05E+01,0.00E+00,0.00
3.12,4.60E+00,22.52,3.86E-02,51.51,1160.10,8.00E+01,8.18E+01,8.01E+01,8.05E+01,0.00E+00,0.00
3.15,4.54E+00,22.25,4.39E-02,58.51,1301.96,8.01E+01,8.16E+01,7.99E+01,8.05E+01,0.00E+00,0.00
3.18,4.52E+00,22.17,4.78E-02,63.72,1412.61,8.01E+01,8.15E+01,8.00E+01,8.04E+01,0.00E+00,0.00
3.21,4.47E+00,21.88,5.36E-02,71.45,1563.70,8.02E+01,8.16E+01,8.01E+01,8.06E+01,0.00E+00,0.00
3.24,4.42E+00,21.67,5.73E-02,76.38,1654.89,8.02E+01,8.16E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3.27,4.33E+00,21.23,6.21E-02,82.80,1757.66,8.02E+01,8.18E+01,8.00E+01,8.05E+01,0.00E+00,0.00
3.3,4.28E+00,20.99,6.82E-02,90.98,1909.50,8.02E+01,8.17E+01,8.01E+01,8.06E+01,0.00E+00,0.00
3.33,4.25E+00,20.82,7.48E-02,99.73,2076.70,8.02E+01,8.17E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3.36,4.17E+00,20.43,7.72E-02,102.91,2102.01,8.02E+01,8.16E+01,8.00E+01,8.04E+01,0.00E+00,0.00
3.39,4.26E+00,20.85,7.53E-02,100.38,2093.26,8.02E+01,8.16E+01,8.01E+01,8.04E+01,0.00E+00,0.00
3.42,4.21E+00,20.63,7.57E-02,100.95,2082.49,8.02E+01,8.20E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3.45,4.23E+00,20.74,7.40E-02,98.71,2047.40,8.04E+01,8.18E+01,8.00E+01,8.04E+01,0.00E+00,0.00
3.48,4.31E+00,21.10,6.67E-02,88.87,1875.06,8.03E+01,8.18E+01,8.02E+01,8.04E+01,0.00E+00,0.00
3.51,4.35E+00,21.32,5.91E-02,78.78,1679.81,8.02E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
3.54,4.43E+00,21.73,5.18E-02,69.05,1500.31,8.01E+01,8.17E+01,8.02E+01,8.04E+01,0.00E+00,0.00
3.57,4.49E+00,22.01,4.67E-02,62.22,1369.46,8.02E+01,8.16E+01,8.04E+01,8.06E+01,0.00E+00,0.00
3.6,4.55E+00,22.31,4.20E-02,55.95,1248.26,8.04E+01,8.16E+01,8.02E+01,8.06E+01,0.00E+00,0.00
3.63,4.58E+00,22.42,3.96E-02,52.82,1184.28,8.02E+01,8.17E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3.66,4.59E+00,22.51,3.96E-02,52.86,1189.94,8.04E+01,8.17E+01,8.01E+01,8.04E+01,0.00E+00,0.00
3.69,4.63E+00,22.68,3.74E-02,49.89,1131.65,8.04E+01,8.18E+01,7.99E+01,8.04E+01,0.00E+00,0.00
3.72,4.60E+00,22.56,3.92E-02,52.25,1178.54,8.03E+01,8.16E+01,8.01E+01,8.05E+01,0.00E+00,0.00
3.75,4.59E+00,22.48,4.23E-02,56.40,1267.53,8.03E+01,8.18E+01,8.01E+01,8.04E+01,0.00E+00,0.00
3.78,4.56E+00,22.34,4.36E-02,58.15,1299.03,8.01E+01,8.16E+01,8.02E+01,8.05E+01,0.00E+00,0.00
3.81,4.53E+00,22.19,4.59E-02,61.24,1358.96,8.02E+01,8.17E+01,8.02E+01,8.04E+01,0.00E+00,0.00
3.84,4.53E+00,22.19,4.61E-02,61.44,1363.47,8.04E+01,8.18E+01,8.01E+01,8.04E+01,0.00E+00,0.00
3.87,4.57E+00,22.41,4.10E-02,54.73,1226.35,8.02E+01,8.18E+01,8.00E+01,8.06E+01,0.00E+00,0.00
3.9,4.63E+00,22.67,3.45E-02,46.02,1043.27,8.02E+01,8.19E+01,7.99E+01,8.06E+01,0.00E+00,0.00
3.93,4.68E+00,22.91,2.81E-02,37.43,857.59,8.02E+01,8.16E+01,8.00E+01,8.05E+01,0.00E+00,0.00
3.96,4.72E+00,23.12,2.30E-02,30.72,710.22,8.02E+01,8.18E+01,8.01E+01,8.04E+01,0.00E+00,0.00
3.99,4.77E+00,23.37,1.65E-02,21.97,513.56,8.03E+01,8.18E+01,8.02E+01,8.04E+01,0.00E+00,0.00
4.02,4.81E+00,23.57,1.30E-02,17.33,408.51,8.02E+01,8.18E+01,8.00E+01,8.05E+01,0.00E+00,0.00
4.05,4.83E+00,23.66,1.02E-02,13.55,320.65,8.04E+01,8.16E+01,8.01E+01,8.05E+01,0.00E+00,0.00
4.08,4.87E+00,23.87,9.86E-03,13.14,313.77,8.03E+01,8.16E+01,8.01E+01,8.06E+01,0.00E+00,0.00
4.11,4.88E+00,23.90,1.13E-02,15.01,358.79,8.04E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.14,4.84E+00,23.74,1.18E-02,15.71,372.85,8.04E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
4.17,4.83E+00,23.66,1.46E-02,19.45,460.12,8.03E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
4.2,4.81E+00,23.56,1.79E-02,23.89,562.72,8.04E+01,8.18E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.23,4.78E+00,23.41,2.23E-02,29.70,695.36,8.04E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
4.26,4.73E+00,23.17,2.46E-02,32.80,759.91,8.03E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.29,4.72E+00,23.13,2.60E-02,34.71,802.92,8.02E+01,8.18E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.32,4.73E+00,23.18,2.42E-02,32.23,746.95,8.02E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
4.35,4.76E+00,23.31,2.19E-02,29.17,680.14,8.04E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
4.38,4.76E+00,23.31,2.06E-02,27.43,639.35,8.04E+01,8.19E+01,8.02E+01,8.07E+01,0.00E+00,0.00
4.41,4.75E+00,23.25,2.27E-02,30.31,704.89,8.04E+01,8.18E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.44,4.72E+00,23.13,2.58E-02,34.34,794.45,8.03E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
4.47,4.69E+00,22.99,2.78E-02,37.03,851.32,8.05E+01,8.20E+01,8.01E+01,8.06E+01,0.00E+00,0.00
4.5,4.66E+00,22.86,3.15E-02,41.99,959.80,8.03E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.53,4.66E+00,22.81,3.20E-02,42.64,972.77,8.03E+01,8.18E+01,8.03E+01,8.05E+01,0.00E+00,0.00
4.56,4.63E+00,22.70,3.42E-02,45.65,1036.33,8.04E+01,8.18E+01,8.03E+01,8.06E+01,0.00E+00,0.00
4.59,4.62E+00,22.65,3.34E-02,44.47,1007.22,8.04E+01,8.18E+01,8.04E+01,8.07E+01,0.00E+00,0.00
4.62,4.66E+00,22.83,2.92E-02,38.90,887.95,8.04E+01,8.19E+01,8.04E+01,8.05E+01,0.00E+00,0.00
4.65,4.70E+00,23.01,2.37E-02,31.62,727.37,8.04E+01,8.17E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.68,4.72E+00,23.15,2.15E-02,28.69,664.04,8.05E+01,8.19E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.71,4.76E+00,23.34,1.74E-02,23.15,540.44,8.04E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.74,4.79E+00,23.46,1.58E-02,21.12,495.48,8.03E+01,8.20E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.77,4.79E+00,23.49,1.54E-02,20.55,482.73,8.03E+01,8.18E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.8,4.77E+00,23.39,1.86E-02,24.74,578.60,8.04E+01,8.18E+01,8.03E+01,8.08E+01,0.00E+00,0.00
4.83,4.67E+00,22.90,2.07E-02,27.55,630.87,8.04E+01,8.19E+01,8.02E+01,8.07E+01,0.00E+00,0.00
4.86,4.77E+00,23.37,2.09E-02,27.83,650.50,8.04E+01,8.18E+01,8.04E+01,8.06E+01,0.00E+00,0.00
4.89,4.75E+00,23.28,2.05E-02,27.38,637.59,8.03E+01,8.18E+01,8.04E+01,8.08E+01,0.00E+00,0.00
4.92,4.77E+00,23.36,2.01E-02,26.81,626.33,8.04E+01,8.19E+01,8.02E+01,8.06E+01,0.00E+00,0.00
4.95,4.74E+00,23.21,2.18E-02,29.01,673.31,8.02E+01,8.18E+01,8.02E+01,8.08E+01,0.00E+00,0.00
4.98,4.73E+00,23.19,2.38E-02,31.78,737.05,8.04E+01,8.19E+01,8.03E+01,8.05E+01,0.00E+00,0.00
5.01,4.72E+00,23.12,2.49E-02,33.24,768.54,8.03E+01,8.20E+01,8.03E+01,8.06E+01,0.00E+00,0.00
5.04,4.72E+00,23.14,2.35E-02,31.29,724.09,8.03E+01,8.18E+01,8.02E+01,8.06E+01,0.00E+00,0.00
5.07,4.74E+00,23.21,2.24E-02,29.87,693.14,8.04E+01,8.18E+01,8.03E+01,8.07E+01,0.00E+00,0.00
5.1,4.73E+00,23.19,2.10E-02,28.04,650.23,8.04E+01,8.18E+01,8.04E+01,8.09E+01,0.00E+00,0.00
5.13,4.77E+00,23.36,1.78E-02,23.76,555.05,8.06E+01,8.20E+01,8.04E+01,8.08E+01,0.00E+00,0.00
5.16,4.60E+00,22.54,1.41E-02,18.80,423.63,8.05E+01,8.20E+01,8.06E+01,8.08E+01,9.19E+01,3.55
5.19,4.83E+00,23.65,1.15E-02,15.30,361.82,8.06E+01,8.20E+01,8.03E+01,8.08E+01,9.19E+01,3.55
5.22,4.84E+00,23.73,1.13E-02,15.01,356.32,8.06E+01,8.18E+01,8.05E+01,8.08E+01,9.19E+01,3.55
5.25,4.85E+00,23.78,9.83E-03,13.10,311.52,8.06E+01,8.18E+01,8.04E+01,8.08E+01,9.19E+01,3.55
5.28,4.81E+00,23.57,9.37E-03,12.49,294.49,8.04E+01,8.20E+01,8.04E+01,8.07E+01,9.19E+01,3.55
5.31,4.89E+00,23.96,7.29E-03,9.72,233.04,8.03E+01,8.18E+01,8.03E+01,8.07E+01,9.19E+01,3.55
5.34,4.89E+00,23.98,3.94E-03,5.25,125.86,8.04E+01,8.17E+01,8.03E+01,8.07E+01,9.19E+01,3.55
5.37,4.92E+00,24.11,2.59E-03,3.46,83.37,8.04E+01,8.19E+01,8.02E+01,8.07E+01,9.19E+01,3.55
5.4,4.89E+00,23.98,2.69E-03,3.58,85.86,8.04E+01,8.19E+01,8.02E+01,8.08E+01,9.19E+01,3.55
5.43,4.93E+00,24.17,3.91E-03,5.21,125.90,8.03E+01,8.19E+01,8.02E+01,8.06E+01,9.19E+01,3.55
5.46,4.91E+00,24.07,5.58E-03,7.45,179.22,8.04E+01,8.19E+01,8.02E+01,8.08E+01,9.19E+01,3.55
5.49,4.86E+00,23.81,7.32E-03,9.77,232.55,8.04E+01,8.18E+01,8.03E+01,8.07E+01,9.19E+01,3.55
5.52,4.86E+00,23.81,9.22E-03,12.29,292.54,8.04E+01,8.19E+01,8.04E+01,8.06E+01,9.19E+01,3.55
5.55,4.84E+00,23.71,1.28E-02,17.01,403.25,8.04E+01,8.18E+01,8.01E+01,8.07E+01,9.19E+01,3.55
5.58,4.81E+00,23.59,1.44E-02,19.25,454.01,8.04E+01,8.18E+01,8.02E+01,8.07E+01,9.19E+01,3.55
5.61,4.79E+00,23.46,1.67E-02,22.26,522.21,8.04E+01,8.16E+01,8.03E+01,8.06E+01,9.19E+01,3.55
5.64,4.75E+00,23.29,1.96E-02,26.16,609.36,8.04E+01,8.18E+01,8.02E+01,8.06E+01,9.19E+01,3.55
5.67,4.75E+00,23.28,1.92E-02,25.63,596.85,8.05E+01,8.19E+01,8.03E+01,8.08E+01,9.19E+01,3.55
5.7,4.75E+00,23.26,1.98E-02,26.45,615.20,8.04E+01,8.18E+01,8.02E+01,8.06E+01,9.19E+01,3.55
5.73,4.76E+00,23.32,1.91E-02,25.43,593.06,8.04E+01,8.19E+01,8.05E+01,8.07E+01,9.19E+01,3.55
5.76,4.78E+00,23.43,1.86E-02,24.86,582.56,8.04E+01,8.17E+01,8.04E+01,8.08E+01,9.19E+01,3.55
5.79,4.78E+00,23.42,1.72E-02,22.87,535.50,8.04E+01,8.19E+01,8.02E+01,8.06E+01,9.19E+01,3.55
5.82,4.80E+00,23.52,1.61E-02,21.44,504.40,8.05E+01,8.19E+01,8.02E+01,8.07E+01,9.19E+01,3.55
5.85,4.79E+00,23.48,1.57E-02,21.00,492.93,8.05E+01,8.20E+01,8.04E+01,8.07E+01,9.19E+01,3.55
5.88,4.82E+00,23.60,1.54E-02,20.47,483.11,8.05E+01,8.18E+01,8.02E+01,8.06E+01,9.19E+01,3.55
5.91,4.83E+00,23.67,1.50E-02,20.02,473.89,8.05E+01,8.19E+01,8.04E+01,8.06E+01,9.19E+01,3.55
5.94,4.81E+00,23.58,1.71E-02,22.75,536.39,8.04E+01,8.18E+01,8.05E+01,8.06E+01,9.19E+01,3.55
5.97,4.80E+00,23.51,1.79E-02,23.80,559.56,8.04E+01,8.20E+01,8.03E+01,8.07E+01,9.19E+01,3.55
